HCPCS,DESCRIPTION,STATUS CODE,WORK RVU
70390,X-ray exam of salivary duct,A,0
70450,Ct head/brain w/o dye,A,0.85
70450,Ct head/brain w/o dye,A,0.85
70450,Ct head/brain w/o dye,A,0
70460,Ct head/brain w/dye,A,1.13
70460,Ct head/brain w/dye,A,1.13
70460,Ct head/brain w/dye,A,0
70470,Ct head/brain w/o & w/dye,A,1.27
70470,Ct head/brain w/o & w/dye,A,1.27
70470,Ct head/brain w/o & w/dye,A,0
70480,Ct orbit/ear/fossa w/o dye,A,1.28
70480,Ct orbit/ear/fossa w/o dye,A,1.28
70480,Ct orbit/ear/fossa w/o dye,A,0
70481,Ct orbit/ear/fossa w/dye,A,1.13
70481,Ct orbit/ear/fossa w/dye,A,1.13
70481,Ct orbit/ear/fossa w/dye,A,0
70482,Ct orbit/ear/fossa w/o&w/dye,A,1.27
70482,Ct orbit/ear/fossa w/o&w/dye,A,1.27
70482,Ct orbit/ear/fossa w/o&w/dye,A,0
70486,Ct maxillofacial w/o dye,A,0.85
70486,Ct maxillofacial w/o dye,A,0.85
70486,Ct maxillofacial w/o dye,A,0
70487,Ct maxillofacial w/dye,A,1.13
70487,Ct maxillofacial w/dye,A,1.13
70487,Ct maxillofacial w/dye,A,0
70488,Ct maxillofacial w/o & w/dye,A,1.27
70488,Ct maxillofacial w/o & w/dye,A,1.27
70488,Ct maxillofacial w/o & w/dye,A,0
70490,Ct soft tissue neck w/o dye,A,1.28
70490,Ct soft tissue neck w/o dye,A,1.28
70490,Ct soft tissue neck w/o dye,A,0
70491,Ct soft tissue neck w/dye,A,1.38
70491,Ct soft tissue neck w/dye,A,1.38
70491,Ct soft tissue neck w/dye,A,0
70492,Ct sft tsue nck w/o & w/dye,A,1.62
70492,Ct sft tsue nck w/o & w/dye,A,1.62
70492,Ct sft tsue nck w/o & w/dye,A,0
70496,Ct angiography head,A,1.75
70496,Ct angiography head,A,1.75
70496,Ct angiography head,A,0
70498,Ct angiography neck,A,1.75
70498,Ct angiography neck,A,1.75
70498,Ct angiography neck,A,0
70540,Mri orbit/face/neck w/o dye,A,1.35
70540,Mri orbit/face/neck w/o dye,A,1.35
70540,Mri orbit/face/neck w/o dye,A,0
70542,Mri orbit/face/neck w/dye,A,1.62
70542,Mri orbit/face/neck w/dye,A,1.62
70542,Mri orbit/face/neck w/dye,A,0
70543,Mri orbt/fac/nck w/o &w/dye,A,2.15
70543,Mri orbt/fac/nck w/o &w/dye,A,2.15
70543,Mri orbt/fac/nck w/o &w/dye,A,0
70544,Mr angiography head w/o dye,A,1.2
70544,Mr angiography head w/o dye,A,1.2
70544,Mr angiography head w/o dye,A,0
70545,Mr angiography head w/dye,A,1.2
70545,Mr angiography head w/dye,A,1.2
70545,Mr angiography head w/dye,A,0
70546,Mr angiograph head w/o&w/dye,A,1.48
70546,Mr angiograph head w/o&w/dye,A,1.48
70546,Mr angiograph head w/o&w/dye,A,0
70547,Mr angiography neck w/o dye,A,1.2
70547,Mr angiography neck w/o dye,A,1.2
70547,Mr angiography neck w/o dye,A,0
70548,Mr angiography neck w/dye,A,1.5
70548,Mr angiography neck w/dye,A,1.5
70548,Mr angiography neck w/dye,A,0
70549,Mr angiograph neck w/o&w/dye,A,1.8
70549,Mr angiograph neck w/o&w/dye,A,1.8
70549,Mr angiograph neck w/o&w/dye,A,0
70551,Mri brain stem w/o dye,A,1.48
70551,Mri brain stem w/o dye,A,1.48
70551,Mri brain stem w/o dye,A,0
70552,Mri brain stem w/dye,A,1.78
70552,Mri brain stem w/dye,A,1.78
70552,Mri brain stem w/dye,A,0
70553,Mri brain stem w/o & w/dye,A,2.29
70553,Mri brain stem w/o & w/dye,A,2.29
70553,Mri brain stem w/o & w/dye,A,0
70554,Fmri brain by tech,A,2.11
70554,Fmri brain by tech,A,2.11
70554,Fmri brain by tech,A,0
70555,Fmri brain by phys/psych,C,0
70555,Fmri brain by phys/psych,A,2.54
70555,Fmri brain by phys/psych,C,0
70557,Mri brain w/o dye,C,0
70557,Mri brain w/o dye,A,2.9
70557,Mri brain w/o dye,C,0
70558,Mri brain w/dye,C,0
70558,Mri brain w/dye,A,3.2
70558,Mri brain w/dye,C,0
70559,Mri brain w/o & w/dye,C,0
70559,Mri brain w/o & w/dye,A,3.2
70559,Mri brain w/o & w/dye,C,0
71045,X-ray exam chest 1 view,A,0.18
71045,X-ray exam chest 1 view,A,0.18
71045,X-ray exam chest 1 view,A,0
71046,X-ray exam chest 2 views,A,0.22
71046,X-ray exam chest 2 views,A,0.22
71046,X-ray exam chest 2 views,A,0
71047,X-ray exam chest 3 views,A,0.27
71047,X-ray exam chest 3 views,A,0.27
71047,X-ray exam chest 3 views,A,0
71048,X-ray exam chest 4+ views,A,0.31
71048,X-ray exam chest 4+ views,A,0.31
71048,X-ray exam chest 4+ views,A,0
71100,X-ray exam ribs uni 2 views,A,0.22
71100,X-ray exam ribs uni 2 views,A,0.22
71100,X-ray exam ribs uni 2 views,A,0
71101,X-ray exam unilat ribs/chest,A,0.27
71101,X-ray exam unilat ribs/chest,A,0.27
71101,X-ray exam unilat ribs/chest,A,0
71110,X-ray exam ribs bil 3 views,A,0.29
71110,X-ray exam ribs bil 3 views,A,0.29
71110,X-ray exam ribs bil 3 views,A,0
71111,X-ray exam ribs/chest4/> vws,A,0.32
71111,X-ray exam ribs/chest4/> vws,A,0.32
71111,X-ray exam ribs/chest4/> vws,A,0
71120,X-ray exam breastbone 2/>vws,A,0.2
71120,X-ray exam breastbone 2/>vws,A,0.2
71120,X-ray exam breastbone 2/>vws,A,0
71130,X-ray strenoclavic jt 3/>vws,A,0.22
71130,X-ray strenoclavic jt 3/>vws,A,0.22
71130,X-ray strenoclavic jt 3/>vws,A,0
71250,Ct thorax dx c-,A,1.08
71250,Ct thorax dx c-,A,1.08
71250,Ct thorax dx c-,A,0
71260,Ct thorax dx c+,A,1.16
71260,Ct thorax dx c+,A,1.16
71260,Ct thorax dx c+,A,0
71270,Ct thorax dx c-/c+,A,1.25
71270,Ct thorax dx c-/c+,A,1.25
71270,Ct thorax dx c-/c+,A,0
71271,Ct thorax lung cancer scr c-,A,1.08
71271,Ct thorax lung cancer scr c-,A,1.08
71271,Ct thorax lung cancer scr c-,A,0
71275,Ct angiography chest,A,1.82
71275,Ct angiography chest,A,1.82
71275,Ct angiography chest,A,0
71550,Mri chest w/o dye,A,1.46
71550,Mri chest w/o dye,A,1.46
71550,Mri chest w/o dye,A,0
71551,Mri chest w/dye,A,1.73
71551,Mri chest w/dye,A,1.73
71551,Mri chest w/dye,A,0
71552,Mri chest w/o & w/dye,A,2.26
71552,Mri chest w/o & w/dye,A,2.26
71552,Mri chest w/o & w/dye,A,0
71555,Mri angio chest w or w/o dye,R,1.81
71555,Mri angio chest w or w/o dye,R,1.81
71555,Mri angio chest w or w/o dye,R,0
72020,X-ray exam of spine 1 view,A,0.16
72020,X-ray exam of spine 1 view,A,0.16
72020,X-ray exam of spine 1 view,A,0
72040,X-ray exam neck spine 2-3 vw,A,0.22
72040,X-ray exam neck spine 2-3 vw,A,0.22
72040,X-ray exam neck spine 2-3 vw,A,0
72050,X-ray exam neck spine 4/5vws,A,0.27
72050,X-ray exam neck spine 4/5vws,A,0.27
72050,X-ray exam neck spine 4/5vws,A,0
72052,X-ray exam neck spine 6/>vws,A,0.3
72052,X-ray exam neck spine 6/>vws,A,0.3
72052,X-ray exam neck spine 6/>vws,A,0
72070,X-ray exam thorac spine 2vws,A,0.2
72070,X-ray exam thorac spine 2vws,A,0.2
72070,X-ray exam thorac spine 2vws,A,0
72072,X-ray exam thorac spine 3vws,A,0.23
72072,X-ray exam thorac spine 3vws,A,0.23
72072,X-ray exam thorac spine 3vws,A,0
72074,X-ray exam thorac spine4/>vw,A,0.25
72074,X-ray exam thorac spine4/>vw,A,0.25
72074,X-ray exam thorac spine4/>vw,A,0
72080,X-ray exam thoracolmb 2/> vw,A,0.21
72080,X-ray exam thoracolmb 2/> vw,A,0.21
72080,X-ray exam thoracolmb 2/> vw,A,0
72081,X-ray exam entire spi 1 vw,A,0.26
72081,X-ray exam entire spi 1 vw,A,0.26
72081,X-ray exam entire spi 1 vw,A,0
72082,X-ray exam entire spi 2/3 vw,A,0.31
72082,X-ray exam entire spi 2/3 vw,A,0.31
72082,X-ray exam entire spi 2/3 vw,A,0
72083,X-ray exam entire spi 4/5 vw,A,0.35
72083,X-ray exam entire spi 4/5 vw,A,0.35
72083,X-ray exam entire spi 4/5 vw,A,0
72084,X-ray exam entire spi 6/> vw,A,0.41
72084,X-ray exam entire spi 6/> vw,A,0.41
72084,X-ray exam entire spi 6/> vw,A,0
72100,X-ray exam l-s spine 2/3 vws,A,0.22
72100,X-ray exam l-s spine 2/3 vws,A,0.22
72100,X-ray exam l-s spine 2/3 vws,A,0
72110,X-ray exam l-2 spine 4/>vws,A,0.26
72110,X-ray exam l-2 spine 4/>vws,A,0.26
72110,X-ray exam l-2 spine 4/>vws,A,0
72114,X-ray exam l-s spine bending,A,0.3
72114,X-ray exam l-s spine bending,A,0.3
72114,X-ray exam l-s spine bending,A,0
72120,X-ray bend only l-s spine,A,0.22
72120,X-ray bend only l-s spine,A,0.22
72120,X-ray bend only l-s spine,A,0
72125,Ct neck spine w/o dye,A,1
72125,Ct neck spine w/o dye,A,1
72125,Ct neck spine w/o dye,A,0
72126,Ct neck spine w/dye,A,1.22
72126,Ct neck spine w/dye,A,1.22
72126,Ct neck spine w/dye,A,0
72127,Ct neck spine w/o & w/dye,A,1.27
72127,Ct neck spine w/o & w/dye,A,1.27
72127,Ct neck spine w/o & w/dye,A,0
72128,Ct chest spine w/o dye,A,1
72128,Ct chest spine w/o dye,A,1
72128,Ct chest spine w/o dye,A,0
72129,Ct chest spine w/dye,A,1.22
72129,Ct chest spine w/dye,A,1.22
72129,Ct chest spine w/dye,A,0
72130,Ct chest spine w/o & w/dye,A,1.27
72130,Ct chest spine w/o & w/dye,A,1.27
72130,Ct chest spine w/o & w/dye,A,0
72131,Ct lumbar spine w/o dye,A,1
72131,Ct lumbar spine w/o dye,A,1
72131,Ct lumbar spine w/o dye,A,0
72132,Ct lumbar spine w/dye,A,1.22
72132,Ct lumbar spine w/dye,A,1.22
72132,Ct lumbar spine w/dye,A,0
72133,Ct lumbar spine w/o & w/dye,A,1.27
72133,Ct lumbar spine w/o & w/dye,A,1.27
72133,Ct lumbar spine w/o & w/dye,A,0
72141,Mri neck spine w/o dye,A,1.48
72141,Mri neck spine w/o dye,A,1.48
72141,Mri neck spine w/o dye,A,0
72142,Mri neck spine w/dye,A,1.78
72142,Mri neck spine w/dye,A,1.78
72142,Mri neck spine w/dye,A,0
72146,Mri chest spine w/o dye,A,1.48
72146,Mri chest spine w/o dye,A,1.48
72146,Mri chest spine w/o dye,A,0
72147,Mri chest spine w/dye,A,1.78
72147,Mri chest spine w/dye,A,1.78
72147,Mri chest spine w/dye,A,0
72148,Mri lumbar spine w/o dye,A,1.48
72148,Mri lumbar spine w/o dye,A,1.48
72148,Mri lumbar spine w/o dye,A,0
72149,Mri lumbar spine w/dye,A,1.78
72149,Mri lumbar spine w/dye,A,1.78
72149,Mri lumbar spine w/dye,A,0
72156,Mri neck spine w/o & w/dye,A,2.29
72156,Mri neck spine w/o & w/dye,A,2.29
72156,Mri neck spine w/o & w/dye,A,0
72157,Mri chest spine w/o & w/dye,A,2.29
72157,Mri chest spine w/o & w/dye,A,2.29
72157,Mri chest spine w/o & w/dye,A,0
72158,Mri lumbar spine w/o & w/dye,A,2.29
72158,Mri lumbar spine w/o & w/dye,A,2.29
72158,Mri lumbar spine w/o & w/dye,A,0
72159,Mr angio spine w/o&w/dye,R,1.8
72159,Mr angio spine w/o&w/dye,R,1.8
72159,Mr angio spine w/o&w/dye,R,0
72170,X-ray exam of pelvis,A,0.17
72170,X-ray exam of pelvis,A,0.17
72170,X-ray exam of pelvis,A,0
72190,X-ray exam of pelvis,A,0.25
72190,X-ray exam of pelvis,A,0.25
72190,X-ray exam of pelvis,A,0
72191,Ct angiograph pelv w/o&w/dye,A,1.81
72191,Ct angiograph pelv w/o&w/dye,A,1.81
72191,Ct angiograph pelv w/o&w/dye,A,0
72192,Ct pelvis w/o dye,A,1.09
72192,Ct pelvis w/o dye,A,1.09
72192,Ct pelvis w/o dye,A,0
72193,Ct pelvis w/dye,A,1.16
72193,Ct pelvis w/dye,A,1.16
72193,Ct pelvis w/dye,A,0
72194,Ct pelvis w/o & w/dye,A,1.22
72194,Ct pelvis w/o & w/dye,A,1.22
72194,Ct pelvis w/o & w/dye,A,0
72195,Mri pelvis w/o dye,A,1.46
72195,Mri pelvis w/o dye,A,1.46
72195,Mri pelvis w/o dye,A,0
72196,Mri pelvis w/dye,A,1.73
72196,Mri pelvis w/dye,A,1.73
72196,Mri pelvis w/dye,A,0
72197,Mri pelvis w/o & w/dye,A,2.2
72197,Mri pelvis w/o & w/dye,A,2.2
72197,Mri pelvis w/o & w/dye,A,0
72198,Mr angio pelvis w/o & w/dye,A,1.8
72198,Mr angio pelvis w/o & w/dye,A,1.8
72198,Mr angio pelvis w/o & w/dye,A,0
72200,X-ray exam si joints,A,0.17
72200,X-ray exam si joints,A,0.17
72200,X-ray exam si joints,A,0
72202,X-ray exam si joints 3/> vws,A,0.23
72202,X-ray exam si joints 3/> vws,A,0.23
72202,X-ray exam si joints 3/> vws,A,0
72220,X-ray exam sacrum tailbone,A,0.17
72220,X-ray exam sacrum tailbone,A,0.17
72220,X-ray exam sacrum tailbone,A,0
72240,Myelography neck spine,A,0.91
72240,Myelography neck spine,A,0.91
72240,Myelography neck spine,A,0
72255,Myelography thoracic spine,A,0.91
72255,Myelography thoracic spine,A,0.91
72255,Myelography thoracic spine,A,0
72265,Myelography l-s spine,A,0.83
72265,Myelography l-s spine,A,0.83
72265,Myelography l-s spine,A,0
72270,Myelogphy 2/> spine regions,A,1.33
72270,Myelogphy 2/> spine regions,A,1.33
72270,Myelogphy 2/> spine regions,A,0
72285,Discography cerv/thor spine,A,1.16
72285,Discography cerv/thor spine,A,1.16
72285,Discography cerv/thor spine,A,0
72295,X-ray of lower spine disk,A,0.83
72295,X-ray of lower spine disk,A,0.83
72295,X-ray of lower spine disk,A,0
73000,X-ray exam of collar bone,A,0.16
73000,X-ray exam of collar bone,A,0.16
73000,X-ray exam of collar bone,A,0
73010,X-ray exam of shoulder blade,A,0.17
73010,X-ray exam of shoulder blade,A,0.17
73010,X-ray exam of shoulder blade,A,0
73020,X-ray exam of shoulder,A,0.15
73020,X-ray exam of shoulder,A,0.15
73020,X-ray exam of shoulder,A,0
73030,X-ray exam of shoulder,A,0.18
73030,X-ray exam of shoulder,A,0.18
73030,X-ray exam of shoulder,A,0
73040,Contrast x-ray of shoulder,A,0.54
73040,Contrast x-ray of shoulder,A,0.54
73040,Contrast x-ray of shoulder,A,0
73050,X-ray exam of shoulders,A,0.18
73050,X-ray exam of shoulders,A,0.18
73050,X-ray exam of shoulders,A,0
73060,X-ray exam of humerus,A,0.16
73060,X-ray exam of humerus,A,0.16
73060,X-ray exam of humerus,A,0
73070,X-ray exam of elbow,A,0.16
73070,X-ray exam of elbow,A,0.16
73070,X-ray exam of elbow,A,0
73080,X-ray exam of elbow,A,0.17
73080,X-ray exam of elbow,A,0.17
73080,X-ray exam of elbow,A,0
73085,Contrast x-ray of elbow,A,0.54
73085,Contrast x-ray of elbow,A,0.54
73085,Contrast x-ray of elbow,A,0
73090,X-ray exam of forearm,A,0.16
73090,X-ray exam of forearm,A,0.16
73090,X-ray exam of forearm,A,0
73092,X-ray exam of arm infant,A,0.16
73092,X-ray exam of arm infant,A,0.16
73092,X-ray exam of arm infant,A,0
73100,X-ray exam of wrist,A,0.16
73100,X-ray exam of wrist,A,0.16
73100,X-ray exam of wrist,A,0
73110,X-ray exam of wrist,A,0.17
73110,X-ray exam of wrist,A,0.17
73110,X-ray exam of wrist,A,0
73115,Contrast x-ray of wrist,A,0.54
73115,Contrast x-ray of wrist,A,0.54
73115,Contrast x-ray of wrist,A,0
73120,X-ray exam of hand,A,0.16
73120,X-ray exam of hand,A,0.16
73120,X-ray exam of hand,A,0
73130,X-ray exam of hand,A,0.17
73130,X-ray exam of hand,A,0.17
73130,X-ray exam of hand,A,0
73140,X-ray exam of finger(s),A,0.13
73140,X-ray exam of finger(s),A,0.13
73140,X-ray exam of finger(s),A,0
73200,Ct upper extremity w/o dye,A,1
73200,Ct upper extremity w/o dye,A,1
73200,Ct upper extremity w/o dye,A,0
73201,Ct upper extremity w/dye,A,1.16
73201,Ct upper extremity w/dye,A,1.16
73201,Ct upper extremity w/dye,A,0
73202,Ct uppr extremity w/o&w/dye,A,1.22
73202,Ct uppr extremity w/o&w/dye,A,1.22
73202,Ct uppr extremity w/o&w/dye,A,0
73206,Ct angio upr extrm w/o&w/dye,A,1.81
73206,Ct angio upr extrm w/o&w/dye,A,1.81
73206,Ct angio upr extrm w/o&w/dye,A,0
73218,Mri upper extremity w/o dye,A,1.35
73218,Mri upper extremity w/o dye,A,1.35
73218,Mri upper extremity w/o dye,A,0
73219,Mri upper extremity w/dye,A,1.62
73219,Mri upper extremity w/dye,A,1.62
73219,Mri upper extremity w/dye,A,0
73220,Mri uppr extremity w/o&w/dye,A,2.15
73220,Mri uppr extremity w/o&w/dye,A,2.15
73220,Mri uppr extremity w/o&w/dye,A,0
73221,Mri joint upr extrem w/o dye,A,1.35
73221,Mri joint upr extrem w/o dye,A,1.35
73221,Mri joint upr extrem w/o dye,A,0
73222,Mri joint upr extrem w/dye,A,1.62
73222,Mri joint upr extrem w/dye,A,1.62
73222,Mri joint upr extrem w/dye,A,0
73223,Mri joint upr extr w/o&w/dye,A,2.15
73223,Mri joint upr extr w/o&w/dye,A,2.15
73223,Mri joint upr extr w/o&w/dye,A,0
73225,Mr angio upr extr w/o&w/dye,R,1.73
73225,Mr angio upr extr w/o&w/dye,R,1.73
73225,Mr angio upr extr w/o&w/dye,R,0
73501,X-ray exam hip uni 1 view,A,0.18
73501,X-ray exam hip uni 1 view,A,0.18
73501,X-ray exam hip uni 1 view,A,0
73502,X-ray exam hip uni 2-3 views,A,0.22
73502,X-ray exam hip uni 2-3 views,A,0.22
73502,X-ray exam hip uni 2-3 views,A,0
73503,X-ray exam hip uni 4/> views,A,0.27
73503,X-ray exam hip uni 4/> views,A,0.27
73503,X-ray exam hip uni 4/> views,A,0
73521,X-ray exam hips bi 2 views,A,0.22
73521,X-ray exam hips bi 2 views,A,0.22
73521,X-ray exam hips bi 2 views,A,0
73522,X-ray exam hips bi 3-4 views,A,0.29
73522,X-ray exam hips bi 3-4 views,A,0.29
73522,X-ray exam hips bi 3-4 views,A,0
73523,X-ray exam hips bi 5/> views,A,0.31
73523,X-ray exam hips bi 5/> views,A,0.31
73523,X-ray exam hips bi 5/> views,A,0
73525,Contrast x-ray of hip,A,0.54
73525,Contrast x-ray of hip,A,0.54
73525,Contrast x-ray of hip,A,0
73551,X-ray exam of femur 1,A,0.16
73551,X-ray exam of femur 1,A,0.16
73551,X-ray exam of femur 1,A,0
73552,X-ray exam of femur 2/>,A,0.18
73552,X-ray exam of femur 2/>,A,0.18
73552,X-ray exam of femur 2/>,A,0
73560,X-ray exam of knee 1 or 2,A,0.16
73560,X-ray exam of knee 1 or 2,A,0.16
73560,X-ray exam of knee 1 or 2,A,0
73562,X-ray exam of knee 3,A,0.18
73562,X-ray exam of knee 3,A,0.18
73562,X-ray exam of knee 3,A,0
73564,X-ray exam knee 4 or more,A,0.22
73564,X-ray exam knee 4 or more,A,0.22
73564,X-ray exam knee 4 or more,A,0
73565,X-ray exam of knees,A,0.16
73565,X-ray exam of knees,A,0.16
73565,X-ray exam of knees,A,0
73580,Contrast x-ray of knee joint,A,0.59
73580,Contrast x-ray of knee joint,A,0.59
73580,Contrast x-ray of knee joint,A,0
73590,X-ray exam of lower leg,A,0.16
73590,X-ray exam of lower leg,A,0.16
73590,X-ray exam of lower leg,A,0
73592,X-ray exam of leg infant,A,0.16
73592,X-ray exam of leg infant,A,0.16
73592,X-ray exam of leg infant,A,0
73600,X-ray exam of ankle,A,0.16
73600,X-ray exam of ankle,A,0.16
73600,X-ray exam of ankle,A,0
73610,X-ray exam of ankle,A,0.17
73610,X-ray exam of ankle,A,0.17
73610,X-ray exam of ankle,A,0
73615,Contrast x-ray of ankle,A,0.54
73615,Contrast x-ray of ankle,A,0.54
73615,Contrast x-ray of ankle,A,0
73620,X-ray exam of foot,A,0.16
73620,X-ray exam of foot,A,0.16
73620,X-ray exam of foot,A,0
73630,X-ray exam of foot,A,0.17
73630,X-ray exam of foot,A,0.17
73630,X-ray exam of foot,A,0
73650,X-ray exam of heel,A,0.16
73650,X-ray exam of heel,A,0.16
73650,X-ray exam of heel,A,0
73660,X-ray exam of toe(s),A,0.13
73660,X-ray exam of toe(s),A,0.13
73660,X-ray exam of toe(s),A,0
73700,Ct lower extremity w/o dye,A,1
73700,Ct lower extremity w/o dye,A,1
73700,Ct lower extremity w/o dye,A,0
73701,Ct lower extremity w/dye,A,1.16
73701,Ct lower extremity w/dye,A,1.16
73701,Ct lower extremity w/dye,A,0
73702,Ct lwr extremity w/o&w/dye,A,1.22
73702,Ct lwr extremity w/o&w/dye,A,1.22
73702,Ct lwr extremity w/o&w/dye,A,0
73706,Ct angio lwr extr w/o&w/dye,A,1.9
73706,Ct angio lwr extr w/o&w/dye,A,1.9
73706,Ct angio lwr extr w/o&w/dye,A,0
73718,Mri lower extremity w/o dye,A,1.35
73718,Mri lower extremity w/o dye,A,1.35
73718,Mri lower extremity w/o dye,A,0
73719,Mri lower extremity w/dye,A,1.62
73719,Mri lower extremity w/dye,A,1.62
73719,Mri lower extremity w/dye,A,0
73720,Mri lwr extremity w/o&w/dye,A,2.15
73720,Mri lwr extremity w/o&w/dye,A,2.15
73720,Mri lwr extremity w/o&w/dye,A,0
73721,Mri jnt of lwr extre w/o dye,A,1.35
73721,Mri jnt of lwr extre w/o dye,A,1.35
73721,Mri jnt of lwr extre w/o dye,A,0
73722,Mri joint of lwr extr w/dye,A,1.62
73722,Mri joint of lwr extr w/dye,A,1.62
73722,Mri joint of lwr extr w/dye,A,0
73723,Mri joint lwr extr w/o&w/dye,A,2.15
73723,Mri joint lwr extr w/o&w/dye,A,2.15
73723,Mri joint lwr extr w/o&w/dye,A,0
73725,Mr ang lwr ext w or w/o dye,R,1.82
73725,Mr ang lwr ext w or w/o dye,R,1.82
73725,Mr ang lwr ext w or w/o dye,R,0
74018,Radex abdomen 1 view,A,0.18
74018,Radex abdomen 1 view,A,0.18
74018,Radex abdomen 1 view,A,0
74019,Radex abdomen 2 views,A,0.23
74019,Radex abdomen 2 views,A,0.23
74019,Radex abdomen 2 views,A,0
74021,Radex abdomen 3+ views,A,0.27
74021,Radex abdomen 3+ views,A,0.27
74021,Radex abdomen 3+ views,A,0
74022,Radex compl aqt abd series,A,0.32
74022,Radex compl aqt abd series,A,0.32
74022,Radex compl aqt abd series,A,0
74150,Ct abdomen w/o contrast,A,1.19
74150,Ct abdomen w/o contrast,A,1.19
74150,Ct abdomen w/o contrast,A,0
74160,Ct abdomen w/contrast,A,1.27
74160,Ct abdomen w/contrast,A,1.27
74160,Ct abdomen w/contrast,A,0
74170,Ct abd wo cntrst flwd cntrst,A,1.4
74170,Ct abd wo cntrst flwd cntrst,A,1.4
74170,Ct abd wo cntrst flwd cntrst,A,0
74174,Cta abd&plvs w/contrast,A,2.2
74174,Cta abd&plvs w/contrast,A,2.2
74174,Cta abd&plvs w/contrast,A,0
74175,Cta abdomen w/contrast,A,1.82
74175,Cta abdomen w/contrast,A,1.82
74175,Cta abdomen w/contrast,A,0
74176,Ct abd & pelvis w/o contrast,A,1.74
74176,Ct abd & pelvis w/o contrast,A,1.74
74176,Ct abd & pelvis w/o contrast,A,0
74177,Ct abd & pelvis w/contrast,A,1.82
74177,Ct abd & pelvis w/contrast,A,1.82
74177,Ct abd & pelvis w/contrast,A,0
74178,Ct abd&plv wo cntr flwd cntr,A,2.01
74178,Ct abd&plv wo cntr flwd cntr,A,2.01
74178,Ct abd&plv wo cntr flwd cntr,A,0
74181,Mri abdomen w/o contrast,A,1.46
74181,Mri abdomen w/o contrast,A,1.46
74181,Mri abdomen w/o contrast,A,0
74182,Mri abdomen w/contrast,A,1.73
74182,Mri abdomen w/contrast,A,1.73
74182,Mri abdomen w/contrast,A,0
74183,Mri abd w/o cntr flwd cntr,A,2.2
74183,Mri abd w/o cntr flwd cntr,A,2.2
74183,Mri abd w/o cntr flwd cntr,A,0
74185,Mra abd w or w/o cntrst,R,1.8
74185,Mra abd w or w/o cntrst,R,1.8
74185,Mra abd w or w/o cntrst,R,0
